image_file,main_category,sub_category,dataset
2702993185761949647_jpg.rf.aebb1b40ba19a8b3bc10e1eaf5ca3868.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180725_122106_jpg.rf.aec3ca92d16aececa8db15d6b62f2ab9.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20100101_031820_jpg.rf.afa74764a37b398f89cae6d728999779.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2775286385767404515_jpg.rf.aefa1b419586f68ca1ae0f04742964d7.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_191_jpg.rf.b10eaa4fd3d2164445ef03de36c322b0.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-2024-07-07T003803-594_jpg.rf.b03b70bb9fb56c7393d154ebe8b907f1.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_123744_jpg.rf.aee26633cec497ee2ced07defc026d63.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2776963651234465197_jpg.rf.aecfa81dbaf1760cfec489dda7a2e7a6.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2755415529268202484_jpg.rf.b0645a3d22efe74e6f922e811608ec87.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180720_141555_jpg.rf.b121a93b31e3c2a44c72028d826c8974.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2754135394467800246_jpg.rf.b008e5d86d51b6c548512150b745c735.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2775315624638081262_jpg.rf.b120765d7b7d6e9587818973bb096985.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-2024-07-07T003807-075_jpg.rf.b1b9c67bbffe0719779185ceed99b1ef.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180724_122440_jpg.rf.b1f925501626d8429859a826cb741b53.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180724_121229_jpg.rf.b06acfabb096e2822c010a4197c9a414.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2703147523877189376_jpg.rf.af90ddf5c17e279c1e2ad4415754f7b6.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-2-_jpg.rf.b0e6de7f9d5ed00869af20616f95b5eb.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
body_image_2023020213_jpg.rf.b2357df75d1d731563045a488c208322.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2765682874999619185_jpg.rf.b26d57897ccf8344b1cd688cff277f13.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180725_120946_jpg.rf.b1095e240d74157b3a5f1a60a623d799.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20100101_031519_jpg.rf.b2568b08c3415f3b66f68537262926fb.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-73-_jpg.rf.b4087acbc716b9ba8efb5797ddd91745.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180720_124320_jpg.rf.b4ccc197f8d786b84a8574518ec53a4c.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2690344597412696924_jpg.rf.b3a97b53cc12741a38be05575815dd90.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2776713568092897375_jpg.rf.b590ee0afcd1c7b8a95ba5f8a64a9aa1.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2775395617481742097_jpg.rf.b342f3809322cebf5e9cf05124e10b46.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180719_125040_jpg.rf.b63cd4f7c886d38662b7d9c956242d45.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20100101_031423_jpg.rf.b307f0c2991ecc574c6d565717212ac9.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180719_124145_jpg.rf.b610f0683cefc339ec99fa43c6d421e1.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2734405864432072435_jpg.rf.b4281427d71855ce8359309c958b0de7.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2765822066374649777_jpg.rf.b63e6d9bc76d62013800d9392cdfa1cf.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180719_123729_jpg.rf.b4c3e20f1c50c79c3b1bf19af09b3b2f.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180720_141721_jpg.rf.b56218a54a8c7c699c1a7e9b97ceb942.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_165_jpeg_jpg.rf.afd796f5ac09ea1e43811f74299b5dc4.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_701_jpg.rf.b5dd53440cc214ef821098a4757ea99b.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2754490433410209392_jpg.rf.b599a524f4b05b442894124ec5128d4e.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-60-_jpg.rf.b6ac3451c1d97d6f4720626c75db0a73.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_304_jpg.rf.b51780b5fc68faf69e21df3c6b9cf5ac.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180724_124557_jpg.rf.b66f55c80df41c092b8f46676cfb6745.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2775446628925791320_jpg.rf.a6e06f918f218db738de6a27fb4b3a16.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_124501_jpg.rf.b719471704e815151d3ebd94f5d029ac.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_272_jpg.rf.b7280441128460b7ee03ff4d315b7079.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180720_142536_jpg.rf.b6f4a4025157820671d45e8dcb24fe2c.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180811_083552_jpg.rf.b7b0a1e45ab85f6c8c6b40f9da445a50.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_178_jpg.rf.b6bfda5daf0307eee8811d8ad75d2f04.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2776590023418290145_jpg.rf.b72a1585f5c1c48a3299c375753af627.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180714_103808_jpg.rf.b7bda180815db4e5d6a2be4da7ccfa8a.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-55-_jpg.rf.b83a7ae667735381ce30db2e43169494.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2764693439834468412_jpg.rf.b4d6654e0a317d34800c3549461a55ad.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2775316721071123059_jpg.rf.b7512aa24f6780a1c7aeb65cf95adcde.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_194_jpg.rf.b6a3ada5e7680cd75631a64da147ae2a.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180719_123710_jpg.rf.b412794788ca93081c9b71744238314c.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
Vandalisme-Kayutangan-1-2-1024x532_jpg.rf.b7f87a01bd7846213b668238395d361a.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_1253_jpg.rf.b81800b698ccfbaaaf27811cece4171c.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
RZegjwuZ-vandalisme_jpg.rf.b771cba8a86347faa5068517b426a90c.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-37-_jpg.rf.b8634fb7f51f75afaf68b5ebb02064b3.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180725_121700_jpg.rf.b81b223c8678190da91fc1bdda6417eb.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180725_122619_jpg.rf.b8db4b3455c57799762e09d20aacc31e.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180811_084200_jpg.rf.b880043e9595e90b6f029fa436d7d8f2.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-75-_jpg.rf.b992ddc2734b526f4a949c75255409dc.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2776732988005832142_jpg.rf.ba2e50159abc27c39369dfb9c7f184f4.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2755323871451979152_jpg.rf.b94100bb6ce2ff7f6ad11c37ad6c85dd.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180714_103109_jpg.rf.b88a76d8fe4085d82f2af4d60550f045.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_145937_jpg.rf.a627860f4f5993d43c40cdcb8acad2da.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_643_jpg.rf.ba04904c80613946451b493f3f246743.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_151713_jpg.rf.bb6d96c72869ecd773ac41cbc52f4b18.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2777005999268091827_jpg.rf.b9dd722f8dc06e6ef6b7a866ce5c9205.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180717_142541_jpg.rf.bb74d69ba4e5b1572053c2e405a1c8d9.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_199_jpg.rf.ba7b92d60f4a9744d83bbf93f2a0b7ae.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180717_120735_jpg.rf.b9486464c8d5db3d163243311717be92.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180720_124841_jpg.rf.b7c22d0fe90afcab238567165dc59d1e.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2739625657261835730_jpg.rf.ba43fb987fe2541a758fa301e7bc57c5.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20100101_032347_jpg.rf.ba1e1148ee47290bb23b8dad36052e94.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2775320183929470140_jpg.rf.b9f126749684ae50c530d7736285acc1.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2627088456337856106_jpg.rf.bb10a6419b3949a9c5c005bd56f9aae7.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-2024-07-07T003754-153_jpg.rf.bba9a14ad0c69c353b4a1c7d664313de.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-40-_jpg.rf.ba536c3fe7c7b93b5d675cbc7bdbbc0e.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-93-_jpg.rf.bb2ba004725ffa994192be751275b3b0.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180719_143022_jpg.rf.bc0d5e3a74c76125e1bb0e9681e19501.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_0026_JPG_jpg.rf.bbed0ce6a1cc6619722c243a8ceb407c.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2754005607091678203_jpg.rf.ba0d2de0015266091ed1a724d167a096.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-2024-07-07T003800-843_jpg.rf.a34710d1d3e3d5c8ea593442776c68db.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-2024-07-07T003811-417_jpg.rf.bb94501360f2b715c044021cf243f2f8.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180811_083742_jpg.rf.bc23d9eab55fd2edb1a2c271479badee.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_145854_jpg.rf.bc2a3cc301a8f0b3683ad30e4fa6c2bd.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_189_jpg.rf.bcf0360576fa35d9ddcd33382b1d6e65.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20100101_032543_jpg.rf.bd2c6c64126f832a06f85776fa95712c.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180717_121631_jpg.rf.a51ef0960afc1d5e5d823f7c0f442dc0.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_123906_jpg.rf.bca18c2901d17d0c89b9329b4449c372.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2771976304662039417_jpg.rf.bd378951df726f79721cfa1bd6167905.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180720_142731_jpg.rf.bd7290f0bf9f0e0a6ad40863765e59c8.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_150054_jpg.rf.bd031b6de669d703da3fc59d81eca664.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_145924_jpg.rf.be80c368aefafafdc549f860bb65f1db.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180717_121024_jpg.rf.bf167223e35275886a045d41821a2056.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2765570153000355846_jpg.rf.bcf355c3ebce11afb50358176c401eee.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2755888952609556692_jpg.rf.bee4488c977c64327ff1350f75872ab8.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_590_jpg.rf.be0c56b9da43b47df27b43b263a038c0.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2730770873655453361_jpg.rf.a4d86a9a98db15f23549a74a78c4bd41.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2754757973977878180_jpg.rf.bdfc1adfa31b9cc8e6f2e3b6cd1c7abb.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180726_122638_jpg.rf.be0dd0b8be453d0c4bb9de905c57c67f.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2687252234321913479_jpg.rf.c053cbb35f05f195e881575bf84acadd.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_145406_jpg.rf.be346c6e99c5d71d8696be12c88ebe2d.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_144_jpg.rf.c01f7768a8f95617dc1933bfbeeb89ed.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-2024-07-07T003751-762_jpg.rf.bf6a99f17aa082e300e34de03a5c2f35.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_123225_jpg.rf.bf3d7df92125aa777fe469499c228f59.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_476_jpg.rf.bd16496b36ba67c7165b634f607a6de9.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
images-2024-07-07T003813-679_jpg.rf.c084ed0a6aadf316bbb2bde5c2339fca.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_152231_jpg.rf.a58e44f11944970ef7dd12b0850df22b.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20100101_030741_jpg.rf.be375b8e391cefaa27cac084bcf836b4.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_510_jpg.rf.c1104b1c746b5b4ae8139b344b7bb906.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2764767259115027939_jpg.rf.c0a4d757045a45816a60893c53fc778f.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
image_663_jpg.rf.be513d85e49e0b01f7e06711ae428b6d.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_150104_jpg.rf.c0ca2d88184bad4b9b222ec334296a92.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180725_121811_jpg.rf.c1524477e1a1a19e7609e325890093f4.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_124251_jpg.rf.c1b3927a1173f2bcb5295a73e06fe87c.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180725_114304_jpg.rf.c2327d507f5cd7881a25d9ff4365c0c2.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
download_jpg.rf.c26c50dfe175224fb4c548aff781b73b.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2776762086200172979_jpg.rf.c113276f9f89237c09edbb6e4dff4be0.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
2764720273783437027_jpg.rf.c18a45c1a0ab554455b03c0874fade15.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180811_083505_jpg.rf.c27c48c8dc408b8b73abc5f4b0aa0c8d.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
IMG_20180723_123231_jpg.rf.c230dddffbd394d1459dce8d011aa177.jpg,Public Cleanliness & Public Property Damage,Vandalism,graffitti_labels
